character_id,character_name,tested_llm,simulator_llm,mode,gt_E,gt_N,gt_C,gt_A,gt_O,inf_E,inf_N,inf_C,inf_A,inf_O,err_E,err_N,err_C,err_A,err_O,MAE,num_turns,timestamp
1000350,Bella Michelle Górska,chatgpt,deepseek,llm_first,75.0,25.0,75.0,100.0,25.0,30.0,60.0,80.0,85.0,70.0,45.0,35.0,5.0,15.0,45.0,29.0,10,2026-02-08T05:50:52.515233
1000350,Bella Michelle Górska,chatgpt,deepseek,char_first,75.0,25.0,75.0,100.0,25.0,45.0,35.0,70.0,90.0,80.0,30.0,10.0,5.0,10.0,55.0,22.0,10,2026-02-08T05:52:03.529718
1000350,Bella Michelle Górska,claude,deepseek,llm_first,75.0,25.0,75.0,100.0,25.0,25.0,65.0,80.0,78.0,72.0,50.0,40.0,5.0,22.0,47.0,32.8,10,2026-02-08T05:53:49.518985
1000350,Bella Michelle Górska,claude,deepseek,char_first,75.0,25.0,75.0,100.0,25.0,35.0,45.0,78.0,82.0,72.0,40.0,20.0,3.0,18.0,47.0,25.6,10,2026-02-08T05:55:30.709994
1000350,Bella Michelle Górska,grok,deepseek,llm_first,75.0,25.0,75.0,100.0,25.0,40.0,50.0,75.0,90.0,65.0,35.0,25.0,0.0,10.0,40.0,22.0,10,2026-02-08T05:56:41.308568
1000350,Bella Michelle Górska,grok,deepseek,char_first,75.0,25.0,75.0,100.0,25.0,20.0,70.0,60.0,95.0,75.0,55.0,45.0,15.0,5.0,50.0,34.0,10,2026-02-08T05:57:36.117954
1000507,Connor Mark Sousa,chatgpt,deepseek,llm_first,25.0,100.0,25.0,100.0,75.0,15.0,85.0,60.0,90.0,95.0,10.0,15.0,35.0,10.0,20.0,18.0,10,2026-02-08T05:58:54.992389
1000507,Connor Mark Sousa,chatgpt,deepseek,char_first,25.0,100.0,25.0,100.0,75.0,20.0,75.0,60.0,85.0,90.0,5.0,25.0,35.0,15.0,15.0,19.0,10,2026-02-08T05:59:49.748286
1000507,Connor Mark Sousa,claude,deepseek,llm_first,25.0,100.0,25.0,100.0,75.0,20.0,75.0,55.0,85.0,70.0,5.0,25.0,30.0,15.0,5.0,16.0,10,2026-02-08T06:01:51.871150
1000507,Connor Mark Sousa,claude,deepseek,char_first,25.0,100.0,25.0,100.0,75.0,15.0,85.0,70.0,90.0,75.0,10.0,15.0,45.0,10.0,0.0,16.0,10,2026-02-08T06:03:19.551789
1000507,Connor Mark Sousa,grok,deepseek,llm_first,25.0,100.0,25.0,100.0,75.0,20.0,80.0,75.0,85.0,90.0,5.0,20.0,50.0,15.0,15.0,21.0,10,2026-02-08T06:04:41.273767
1000507,Connor Mark Sousa,grok,deepseek,char_first,25.0,100.0,25.0,100.0,75.0,10.0,85.0,40.0,70.0,80.0,15.0,15.0,15.0,30.0,5.0,16.0,10,2026-02-08T06:05:39.735023
1000521,Evan Liam MacDonald,chatgpt,deepseek,llm_first,0.0,100.0,100.0,0.0,0.0,10.0,35.0,95.0,5.0,70.0,10.0,65.0,5.0,5.0,70.0,31.0,10,2026-02-08T06:06:51.404260
1000521,Evan Liam MacDonald,chatgpt,deepseek,char_first,0.0,100.0,100.0,0.0,0.0,15.0,35.0,80.0,25.0,75.0,15.0,65.0,20.0,25.0,75.0,40.0,10,2026-02-08T06:07:48.054564
1000521,Evan Liam MacDonald,claude,deepseek,llm_first,0.0,100.0,100.0,0.0,0.0,15.0,8.0,78.0,5.0,72.0,15.0,92.0,22.0,5.0,72.0,41.2,10,2026-02-08T06:09:47.211856
1000521,Evan Liam MacDonald,claude,deepseek,char_first,0.0,100.0,100.0,0.0,0.0,15.0,35.0,95.0,25.0,65.0,15.0,65.0,5.0,25.0,65.0,35.0,10,2026-02-08T06:11:14.364148
1000521,Evan Liam MacDonald,grok,deepseek,llm_first,0.0,100.0,100.0,0.0,0.0,10.0,15.0,95.0,30.0,70.0,10.0,85.0,5.0,30.0,70.0,40.0,10,2026-02-08T06:12:33.672215
1000521,Evan Liam MacDonald,grok,deepseek,char_first,0.0,100.0,100.0,0.0,0.0,20.0,30.0,85.0,35.0,70.0,20.0,70.0,15.0,35.0,70.0,42.0,10,2026-02-08T06:13:35.866656
1000767,"Gabriel ""Gabby/PladShrt"" Wouters",chatgpt,deepseek,llm_first,25.0,0.0,0.0,75.0,25.0,20.0,35.0,78.0,72.0,82.0,5.0,35.0,78.0,3.0,57.0,35.6,10,2026-02-08T06:14:45.867637
1000767,"Gabriel ""Gabby/PladShrt"" Wouters",chatgpt,deepseek,char_first,25.0,0.0,0.0,75.0,25.0,20.0,40.0,75.0,70.0,65.0,5.0,40.0,75.0,5.0,40.0,33.0,10,2026-02-08T06:15:40.280811
1000767,"Gabriel ""Gabby/PladShrt"" Wouters",claude,deepseek,llm_first,25.0,0.0,0.0,75.0,25.0,20.0,60.0,65.0,70.0,75.0,5.0,60.0,65.0,5.0,50.0,37.0,10,2026-02-08T06:18:01.084441
1000767,"Gabriel ""Gabby/PladShrt"" Wouters",claude,deepseek,char_first,25.0,0.0,0.0,75.0,25.0,25.0,45.0,55.0,40.0,70.0,0.0,45.0,55.0,35.0,45.0,36.0,10,2026-02-08T06:19:25.369406
1000767,"Gabriel ""Gabby/PladShrt"" Wouters",grok,deepseek,llm_first,25.0,0.0,0.0,75.0,25.0,20.0,60.0,50.0,70.0,85.0,5.0,60.0,50.0,5.0,60.0,36.0,10,2026-02-08T06:20:37.139893
1000767,"Gabriel ""Gabby/PladShrt"" Wouters",grok,deepseek,char_first,25.0,0.0,0.0,75.0,25.0,20.0,60.0,40.0,50.0,70.0,5.0,60.0,40.0,25.0,45.0,35.0,10,2026-02-08T06:21:37.460352
1022936,Marty,chatgpt,deepseek,llm_first,100.0,75.0,0.0,0.0,25.0,95.0,35.0,68.0,72.0,96.0,5.0,40.0,68.0,72.0,71.0,51.2,10,2026-02-08T06:23:16.362134
1022936,Marty,chatgpt,deepseek,char_first,100.0,75.0,0.0,0.0,25.0,90.0,30.0,55.0,80.0,95.0,10.0,45.0,55.0,80.0,70.0,52.0,10,2026-02-08T06:24:34.710722
1022936,Marty,claude,deepseek,llm_first,100.0,75.0,0.0,0.0,25.0,75.0,70.0,65.0,55.0,80.0,25.0,5.0,65.0,55.0,55.0,41.0,10,2026-02-08T06:26:08.828731
1022936,Marty,claude,deepseek,char_first,100.0,75.0,0.0,0.0,25.0,85.0,25.0,35.0,60.0,90.0,15.0,50.0,35.0,60.0,65.0,45.0,10,2026-02-08T06:27:40.488631
